tweets	date
RT @DonaldJTrumpJr: Trump fixed the VA after Obama-Biden left it in shambles/scandal  Trump is trying to end forever wars. Biden voted for…	2020-09-07 01:03:01
"RT @HerschelWalker: ⁦@JoeBiden⁩ came to office 1973! 6 Term Senator, 2 Term VP - what did he do for African Americans? Remember ""Black and…"	2020-09-07 01:02:42
RT @Surabees: It says everything about how broken the media is that after @JeffreyGoldberg helped lie this nation into the Iraq War, he was…	2020-09-07 01:01:32
RT @DonaldJTrumpJr: “Peaceful Riots” “Peaceful Looting” and “Peaceful Arson”	2020-09-07 01:00:00
RT @DonaldJTrumpJr: Thousands of Americans died and even more came home wounded because career politicians like Joe Biden voted to send the…	2020-09-07 00:59:16
A massive Disinformation Campaign is going on by the Democrats, their partner, the Fake News Media, &amp; Big Tech. They create false stories and then push them like has never been done before, even beyond the 2016 Campaign. It imperils our Country, and must stop now. Victory 2020!	2020-09-07 00:43:39
https://t.co/M6kPbwcyQw	2020-09-06 22:43:01
https://t.co/h78XwnW5dM	2020-09-06 22:42:17
https://t.co/PNqAvoGReK	2020-09-06 21:40:47
RT @EricTrump: Thank you to all of our incredible friends at the @NHRA U.S. Nationals in Indianapolis! We love and appreciate you — @realDo…	2020-09-06 20:11:47
Our Economy and Jobs are doing really well. Next Year will be a Record Setter. Stay Tuned!	2020-09-06 20:11:12
Lunacy! https://t.co/Jp3gwIWARi	2020-09-06 19:05:00
RT @realDonaldTrump: Congratulations to the U.S. Marshals on a job well done in Portland. LAW &amp; ORDER!	2020-09-06 18:37:15
RT @realDonaldTrump: Nancy Pelosi said she got “set up” by the owner (a very good one) of a beauty parlor. If so, how will she do in negoti…	2020-09-06 18:37:12
RT @DanScavino: https://t.co/pl5eQZb3uK	2020-09-06 18:32:14
These are the Democrats “peaceful protests”. Sick! https://t.co/8NpRepi8UY	2020-09-06 18:32:02
RT @DanScavino: Peaceful protestors in SE Portland this evening...https://t.co/2MIGuQkhNz	2020-09-06 18:30:20
RT @DanScavino: https://t.co/bj5tjrOoeh	2020-09-06 18:30:13
RT @DanScavino: https://t.co/ngm3O6RZ5O	2020-09-06 18:30:05
RT @kevinomccarthy: A great nation because of great people. I’m proud to stand with @realdonaldtrump and to work for YOU. #RNC2020 🇺🇸 https…	2020-09-06 17:07:19
Big Ten Football is looking really good, but may lose Michigan, Illinois, and Maryland because of those Governors’ ridiculous lack of interest or political support. They will play without them?	2020-09-06 15:25:16
The Democrats, together with the corrupt Fake News Media, have launched a massive Disinformation Campaign the likes of which has never been seen before. They will say anything, like their recent lies about me and the Military, and hope that it sticks... But #MAGA gets it!	2020-09-06 13:37:41
Department of Education is looking at this. If so, they will not be funded! https://t.co/dHsw6Y6Y3M	2020-09-06 12:34:49
RT @DanCrenshawTX: The Governor is understating the success of his policies.   Hospitalizations are at 4,203, the lowest it’s been since Ju…	2020-09-06 12:32:04
RT @GOPLeader: Joe Biden likes to say “No miracle is coming.”  But it’s not a miracle.  It’s SCIENCE.  And thankfully we have a president w…	2020-09-06 12:31:24
The Democrats know that they are creating havoc on Election night. This is what they want. WE WILL WIN! https://t.co/BkPYHwsRTr	2020-09-06 12:31:05
Steve Jobs would not be happy that his wife is wasting  money he left her on a failing Radical Left Magazine that is run by a con man (Goldberg) and spews FAKE NEWS &amp; HATE. Call her, write her, let her know how you feel!!! https://t.co/wwuoP85bQE	2020-09-06 10:48:47
RT @charliekirk11: I see more Trump signs than Biden signs in California.	2020-09-06 10:34:14
RT @charliekirk11: All the lockdowns must end immediately.	2020-09-06 10:33:20
RT @charliekirk11: Joe Biden was the most corrupt Vice President in American history.	2020-09-06 10:32:08
RT @charliekirk11: We knocked on thousands of doors for Trump in North Carolina today with @TrumpStudents. Biden has no ground game. The Pr…	2020-09-06 10:31:59
RT @charliekirk11: Finally able to share!  I’m excited to announce that my new podcast THE CHARLIE KIRK SHOW launches this Wednesday exclus…	2020-09-06 10:29:42
Be smart Baltimore! You have been ripped off for years by the Democrats, &amp; gotten nothing but poverty &amp; crime. It will only get worse UNLESS YOU ELECT KIMBERLY KLACIK TO CONGRESS. She brings with her the power &amp; ECONOMIC STRENGTH OF THE REPUBLICAN PARTY. She works sooo hard....	2020-09-06 10:29:07
RT @BrandonStraka: Black Lives Matter in Dallas is marching to the jailhouse for the BLM attacker in this video. He is allegedly being held…	2020-09-06 04:55:46
RT @Lrihendry: There is no responsible way to minimize the significant damage that fake news presents to American society. They are indeed…	2020-09-06 04:42:08
"RT @Lrihendry: Joe was impressive saying:  ""There's nothing we can do when we work together.""  😳"	2020-09-06 04:40:59
RT @realDonaldTrump: Trump Orders Purge of ‘Critical Race Theory‘ from Federal Agencies https://t.co/ygXcTXRHsQ via @BreitbartNews  This is…	2020-09-06 04:36:34
RT @LATAMforTRUMP: LATAM FOR TRUMP pays tribute to President @realDonaldTrump , the best story in the US. On November 3, history is ours an…	2020-09-06 04:35:21
RT @Lrihendry: New ad by the Biden camp suggesting President Trump will deplete Social Security by 2023, receives four Pinocchios from WAPO…	2020-09-06 04:32:50
RT @Lrihendry: @realDonaldTrump They are eaten alive by hate for our President &amp; his voters!   They care more about illegal immigrants than…	2020-09-06 04:31:20
RT @Travistritt: Anyone who personally knew Elvis will tell you that he absolutely loved the black community and the black community loved…	2020-09-06 04:30:48
RT @RealDeanCain: I admit it -- I laughed.	2020-09-06 03:51:10
https://t.co/OzYzLQ2FQp	2020-09-06 03:47:18
https://t.co/QO66XieSfR	2020-09-06 03:40:09
https://t.co/7NVLPL1cRF	2020-09-06 03:39:19
https://t.co/coUG9tPUCi	2020-09-06 03:37:09
Wish I could join you, but totally focused on November 3rd. Thank you! #MAGA https://t.co/bZ31JCgz99	2020-09-06 03:32:03
Congratulations to the U.S. Marshals on a job well done in Portland. LAW &amp; ORDER!	2020-09-06 03:24:58
Nancy Pelosi said she got “set up” by the owner (a very good one) of a beauty parlor. If so, how will she do in negotiations against President Xi of China, President Putin of Russia, or Kim Jong Un of North Korea. Not so well, I suspect, but far better than Joe Hiden’ would do!	2020-09-05 20:16:10
Thank you! https://t.co/TgVkWA7irF	2020-09-05 20:08:03
RT @QuickTake: LIVE: “These things could only happen under a Trump administration … it’s happened in the Balkans, it’s happened in the Midd…	2020-09-05 19:54:30
RT @AP: Serbia and Kosovo announce that they have normalized economic ties as part of U.S.-brokered discussions that also include Serbia mo…	2020-09-05 19:53:37
https://t.co/P8bokc3wEU	2020-09-05 18:19:39
RT @markknoller: Pres announces major breakthrough toward normalization of economic relations between Kosovo and Serbia. Calls it a first s…	2020-09-05 16:45:14
Great job @PeteHegseth, one of a kind! @foxandfriends	2020-09-05 12:54:14
Not any more! https://t.co/7Z2wxA6K13	2020-09-05 12:47:10
RT @DrKarlynB: YESSSSSSSSSS!!!!!!!!!! Look what you did @realchrisrufo!	2020-09-05 12:46:32
RT @DrKarlynB: Seriously this is so incredibly important. As an I/O psychologist, I’ve seen the results of these trainings. Not only are th…	2020-09-05 12:46:28
RT @EmeraldRobinson: Trump Tells Federal Government to Stop Anti-American Training on Critical Race Theory!  You're welcome, America. https…	2020-09-05 12:45:10
RT @mirandadevine: Bravo! Trump Bans Federal Money From Funding Far-Left Anti-American ‘Critical Race Theory’  https://t.co/Q5YQ5pELnR	2020-09-05 12:44:28
"RT @SwipeWright: WHITE HOUSE: ""The divisive, false, and demeaning propaganda of the critical race theory movement is contrary to all we sta…"	2020-09-05 12:44:09
RT @tomascol: WOW. @realDonaldTrump has ordered all federal agencies to “cease and desist” any government training programs that include an…	2020-09-05 12:43:54
RT @DC_Draino: The tides are finally turning against critical race theory	2020-09-05 12:43:27
RT @stillgray: Trump is banning Critical Race Theory in the federal government. No more of this garbage, especially not on taxpayer dollars.	2020-09-05 12:43:07
RT @realDailyWire: BREAKING: Trump Bans Federal Money From Funding Far-Left Anti-American ‘Critical Race Theory’ https://t.co/t292f4LSkq ht…	2020-09-05 12:41:11
RT @glennbeck: Yet another very important difference between ⁦@realDonaldTrump⁩ and #BeijingBiden.  Thank you mr president for understandin…	2020-09-05 12:40:54
RT @MarinaMedvin: 🔥 Trump’s administration cracks down on racist teachings in various executive branch agencies: “divisive, false, and deme…	2020-09-05 12:40:21
RT @theblaze: Breaking: President @realDonaldTrump orders defunding of 'un-American propaganda' teaching white privilege and critical race…	2020-09-05 12:40:07
"RT @PhilipWegmann: NEW: Trump to go to war with ""critical race theory,"" demands federal agencies identify and then strip funding for traini…"	2020-09-05 12:39:36
RT @DavidJHarrisJr: The President and his Administration are fully committed to the fair and equal treatment of all individuals in the Unit…	2020-09-05 12:38:46
RT @realchrisrufo: On Tuesday, I called on the President to abolish critical race theory in the federal government. Tonight, he delivered.…	2020-09-05 12:38:21
RT @RussVought45: The days of taxpayer funded indoctrination trainings that sow division and racism are over. Under the direction of @POTUS…	2020-09-05 12:36:49
RT @ColumbiaBugle: @realDonaldTrump @BreitbartNews Sorry liberals! How to be Anti-White 101 is permanently cancelled! https://t.co/mqSzy32K…	2020-09-05 12:33:08
You work so hard for the military, from completely rebuilding a depleted mess that was left by OBiden, to fixing a broken V.A. and fighting for large scale military pay raises, and then a slimeball reporter, maybe working with disgruntled people, makes up such a horrible charge..	2020-09-05 12:31:19
Letters from so many coaches, athletes and others pushed hard for this. I agree, has done so much for so many! https://t.co/XTSFEoxyAM	2020-09-05 12:13:19
Trump Orders Purge of ‘Critical Race Theory‘ from Federal Agencies https://t.co/ygXcTXRHsQ via @BreitbartNews  This is a sickness that cannot be allowed to continue. Please report any sightings so we can quickly extinguish!	2020-09-05 11:52:06
RT @KellyannePolls: More #economicrecovery highlights:  4th straight month of 1m + jobs added  2nd largest drop ever in unemployment for wo…	2020-09-05 04:28:06
RT @FrankLuntz: “Trump received 28% of the Hispanic vote four years ago. But a fresh national ⁦@QuinnipiacPoll⁩ pegged the president’s supp…	2020-09-05 04:27:53
RT @TrumpWarRoom: Fox News' John Roberts says two people he spoke with refuted the false Atlantic magazine story. https://t.co/2cvgxLDVL6 h…	2020-09-05 04:26:23
So true! https://t.co/0f8hl4vhCS	2020-09-05 04:26:07
RT @NatalieJHarp: We are living a GREAT AMERICAN STORY—only because you are in it, President @realDonaldTrump!  “Every time I think of you,…	2020-09-05 04:25:06
Nice flag! https://t.co/Mab6n7TBzg	2020-09-05 04:22:16
RT @realDonaldTrump: THANK YOU! #MAGA https://t.co/1vMZMmm6KZ	2020-09-05 04:17:16
RT @realDonaldTrump: The United States of America will NOT be cutting funding to @starsandstripes magazine under my watch. It will continue…	2020-09-05 04:17:13
RT @SarahHuckabee: The Atlantic story on @realDonaldTrump is total BS. I was actually there and one of the people part of the discussion -…	2020-09-05 04:13:29
RT @SarahHuckabee: These were some of the moments I witnessed the President show his heart and demonstrate how much he respects the selfles…	2020-09-05 04:13:25
RT @JHoganGidley: Thanks for another powerful Police endorsement!   @realDonaldTrump DEFENDS the police.  Biden DEFUNDS the police.  Presid…	2020-09-05 04:09:24
RT @JHoganGidley: My response to the horrible lies from anonymous “sources” in the Atlantic: https://t.co/uHtgJvrwCb	2020-09-05 04:09:03
RT @JHoganGidley: Thanks to @realDonaldTrump's economic policies and leadership, America added 1.4 million jobs last month!   The United St…	2020-09-05 04:08:48
RT @GreggJarrett: ??? Biden: ‘CoVID has Taken This Year, More than 100 Years, Look… The Lives, When You Think About it!’ https://t.co/Awx2g…	2020-09-05 04:04:28
RT @mschlapp: The Losers and Suckers work for the Atlantic.   They are colluding w the socialists to stop Trump.   The more the swamp and t…	2020-09-05 04:03:43
RT @mschlapp: This election is much more than a decision between @JoeBiden  &amp; @realDonaldTrump. This election determines whether America wi…	2020-09-05 04:03:25
RT @mschlapp: .@PamBondi is disgusted by the socialist, big city mayors refusing to allow @realDonaldTrump to help protect American citizen…	2020-09-05 04:03:11
RT @SharylAttkisson: 3-“President Trump Is Only the Third US President to Spend Thanksgiving with US Troops in a Combat Zone or US Troops A…	2020-09-05 04:02:02
RT @SharylAttkisson: 2-Melania Trump Became the First First Lady to Spend Christmastime Visiting US Troops in a War Zone. (Thanksgiving, to…	2020-09-05 04:02:02
RT @SharylAttkisson: 4-Trump Is the Only US President to Visit the Troops in a Combat Zone So Close to Christmas Day.  President Trump Is t…	2020-09-05 04:02:02
RT @SharylAttkisson: 1-In fairness, did you know the following that nobody reported? Trump Is One of Only Three US Presidents to Spend Than…	2020-09-05 04:02:02
RT @SharylAttkisson: 6-More about all of that in my new book SLANTED: HOW THE NEWS MEDIA TAUGHT US TO LOVE CENSORSHIP AND HATE JOURNALISM.…	2020-09-05 04:02:02
RT @SharylAttkisson: 5-He is the only president to be the subject of false news stories by by NBC and Newsweek that each claimed he was gol…	2020-09-05 04:02:02
Thank you Mark! https://t.co/pLpJBFnyNz	2020-09-05 03:59:53
Thank you to our wonderful First Lady! https://t.co/NSrfVgvbMF	2020-09-05 03:56:48
RT @SharylAttkisson: 3-He is also under attack by pharmaceutical industry for his landmark executive order that says US pharma companies ha…	2020-09-05 03:55:00
RT @SharylAttkisson: 2-Trump's actions and talk of ending Afghan war and drawing down troops in Germany have not made him popular among the…	2020-09-05 03:54:27
RT @HSajwanization: I have no personal interest with Mr. Trump, nor I am an American, but this gesture really moved me !! Thank you @realDo…	2020-09-05 03:53:39
First Lady Melania Trump Hits Back: ‘The Atlantic Story Is Not True‘ https://t.co/M0iG6zmmTV via @BreitbartNews	2020-09-05 03:37:19
Pollak: The Stunning Synergy of The Atlantic‘s Anonymous Attack on Trump https://t.co/gDvXXn9tcH via @BreitbartNews Fake writer Goldberg is considered “the unofficial stenographer of the Obama White House”.	2020-09-05 03:33:25
Owner of Salon Visited by Pelosi Raises over $220,000 on GoFundMe https://t.co/jKoSRtvLBG via @BreitbartNews. Great!!!	2020-09-05 03:24:16
Jennifer Griffin of Fox News Did Not Confirm ‘Most Salacious‘ Part of Atlantic Story https://t.co/rUpbSWhHac via @BreitbartNews  All refuted by many witnesses. Jennifer Griffin should be fired for this kind of reporting. Never even called us for comment. @FoxNews is gone!	2020-09-05 03:19:24
Exclusive: Nearly 700 U.S. Veterans Issue Open Letter in Support of Trump https://t.co/IoKXU2a9EU via @BreitbartNews Thank you! As we get closer and closer to the November 3rd Election, and as my poll numbers rocket up, the attacks get more and more vicious. I love our HEROES!	2020-09-05 02:58:25
RT @generalkellogg: The Atlantic story is completely false. Absolutely lacks merit. I’ve been by the President’s side. He has always shown…	2020-09-05 00:52:53
RT @MarkMeadows: In the time that I’ve known @realDonaldTrump, both as a member of Congress and most recently serving as his Chief of Staff…	2020-09-05 00:52:49
RT @DanScavino: I was with POTUS in France, with Sarah, and have been at his side throughout it all. Complete lies by “anonymous sources” t…	2020-09-05 00:52:31
RT @JMMulvaney1: I never heard the President disparage our war dead or wounded.   In fact, the exact opposite is true.  I was with him at t…	2020-09-05 00:52:18
https://t.co/JCalVhUtFR	2020-09-04 22:48:10
https://t.co/jkGJRq8AjX	2020-09-04 22:47:26
https://t.co/YW80YyWCrn	2020-09-04 22:47:10
RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/0yvP0TbKFt	2020-09-04 21:26:57
The United States of America will NOT be cutting funding to @starsandstripes magazine under my watch. It will continue to be a wonderful source of information to our Great Military!	2020-09-04 19:42:23
THANK YOU! #MAGA https://t.co/1vMZMmm6KZ	2020-09-04 18:49:55
A GREAT HONOR, THANK YOU! https://t.co/SYM0wk5cqn	2020-09-04 17:37:20
https://t.co/bA09LqxT15	2020-09-04 17:37:16
https://t.co/Pk5mnHHll6	2020-09-04 16:49:14
Another great day for peace with Middle East – Muslim-majority Kosovo and Israel have agreed to normalize ties and establish diplomatic relations. Well-done! More Islamic and Arab nations will follow soon!	2020-09-04 16:44:09
Congratulations to @predsednikrs Vucic for announcing the move of Serbia’s Embassy to Jerusalem by July. It is a brave and historic move!	2020-09-04 16:42:02
https://t.co/EtEMZ4rYXs	2020-09-04 16:35:56
Another day everyone thought would be impossible! Congratulations to @predsednikrs Vucic of Serbia and PM @Avdullah Hoti of Kosovo on committing to #EconomicNormalization! This is a major step forward...	2020-09-04 16:34:27
The Atlantic Magazine is dying, like most magazines, so they make up a fake story in order to gain some relevance. Story already refuted, but this is what we are up against. Just like the Fake Dossier. You fight and and fight, and then people realize it was a total fraud!	2020-09-04 14:44:30
Great Jobs Numbers! 1.37 Million Jobs Added In August. Unemployment Rate Falls To 8.4% (Wow, much better than expected!). Broke the 10% level faster and deeper than thought possible.	2020-09-04 13:04:55
RT @julie_kelly2: So this seems like a good time to announce the forthcoming release of my very first book on #NeverTrump. Coming June 16!…	2020-09-04 04:25:13
Why aren’t the Portland Police ARRESTING the cold blooded killer of Aaron “Jay” Danielson. Do your job, and do it fast. Everybody knows who this thug is. No wonder Portland is going to hell! @TheJusticeDept @FBI	2020-09-04 03:40:54
RT @JordanKarem1: Again, this is 100% false. I was next to @POTUS the whole day! The President was greatly disappointed when told we couldn…	2020-09-04 03:17:35
I was never a big fan of John McCain, disagreed with him on many things including ridiculous endless wars and the lack of success he had in dealing with the VA and our great Vets, but the lowering of our Nations American Flags, and the first class funeral he was given by our....	2020-09-04 02:36:58
THANK YOU LATROBE, PENNSYLVANIA! #MAGA  https://t.co/vKyOTCesH2	2020-09-04 01:31:46
RT @realDonaldTrump: Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House…	2020-09-03 22:57:21
Landing soon - see you in Latrobe, Pennsylvania. Speech will be broadcast on @FoxNews  @OANN and @cspan at 6:45 P.M. Enjoy!	2020-09-03 22:35:19
Volunteer to be a Trump Election Poll Watcher. Sign up today! #MakeAmericaGreatAgain https://t.co/aYYsyWXeA4	2020-09-03 22:18:15
RT @RepVernonJones: Yes, @BlackVoices4DJT is surfacing in #ATL. @realDonaldTrump will take the #peach state with Black voters tired of 47 y…	2020-09-03 21:54:47
RT @BW: Minority Mold-Breakers: In 2016, Trump won 8% of Black voters and 28% of Hispanic voters, outdoing former Republican presidential c…	2020-09-03 21:52:51
RT @QuickTake: “They think because I’m Black, that I have to vote Democrat.”  In 2016, Trump won 8% of Black voters and 28% of Hispanic vot…	2020-09-03 21:51:20
Thank you!!! https://t.co/YN266XHWfM	2020-09-03 21:48:07
Joe Hiden’ gets off his airplane, grabs and shakes a rather stunned man’s hand (like in the old days), then touches his (Joe’s) face and mask with the same hand. No crowd, no enthusiasm for Joe today. Law &amp; Order!	2020-09-03 21:47:56
RT @shanedunlap: Supporters of President Trump are lined up to take shuttles into Arnold Palmer airport for the president’s arrival tonight…	2020-09-03 21:45:08
RT @BryanLlenas: Outside of the hangar at airport in Latrobe, Pennsylvania hours before President Trump’s 7pm really. https://t.co/F49hr3nT…	2020-09-03 21:44:48
I’m going to Latrobe, Pennsylvania, the home of the late, great Arnold Palmer - There was nobody like him. I got to know Arnold well, played golf with him, and miss him. See you tonight in Latrobe! https://t.co/reDdJIe4WX	2020-09-03 21:22:52
Hearing that Iran is looking to execute a great and popular wrestling star, 27-year-old Navid Afkarai, whose sole act was an anti-government demonstration on the streets. They were protesting the “country’s worsening economic situation and inflation”...	2020-09-03 21:06:55
Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House of Representatives instead of Crazy Nancy?	2020-09-03 18:27:10
Crazy Nancy Pelosi said she was “set up” by the beauty parlor owner when she improperly had the salon opened (and didn’t wear a MASK!). Does anyone want a Speaker of the House who can be so easily SET UP?	2020-09-03 17:20:36
Do you notice that any time Fake News Suppression Polls are put out, like @FoxNews, the Stock Market goes DOWN. We are going to WIN!	2020-09-03 15:21:41
.@FoxNews Polls are, as in the past, Fake News. They have been from the beginning, way off in 2016. Get a new pollster. I believe we are leading BIG!	2020-09-03 15:12:42
Based on the massive number of Unsolicited &amp; Solicited Ballots that will be sent to potential Voters for the upcoming 2020 Election, &amp; in order for you to MAKE SURE YOUR VOTE COUNTS &amp; IS COUNTED, SIGN &amp; MAIL IN your Ballot as EARLY as possible. On Election Day, or Early Voting,..	2020-09-03 14:32:35
.@NYGovCuomo should get his puppet New York prosecutors, who have been illegally after me and my family for years, to investigate his incompetent handling of the China Virus, and all of the deaths caused by this incompetence. It is at minimum a Nursing Home Scandal - 11,000 DEAD!	2020-09-03 13:46:36
Sleepy Joe Hiden’ was acknowledged by his own people to have done a terrible job on a much easier situation, H1N1 Swine Flu. The OBiden Administration failed badly on this, &amp; now he sits back in his basement and criticizes every move we make on the China Virus. DOING GREAT JOB! https://t.co/p2H40mD7Sh	2020-09-03 13:35:20
Governors Andrew Cuomo of New York has the worst record on death and China Virus. 11,000 people alone died in Nursing Homes because of his incompetence!	2020-09-03 12:38:03
Thank you Michele! https://t.co/0Z7KzA9lb8	2020-09-03 00:40:51
My Administration will do everything in its power to prevent weak mayors and lawless cities from taking Federal dollars while they let anarchists harm people, burn buildings, and ruin lives and businesses. We’re putting them on notice today. @RussVought45	2020-09-03 00:27:21
https://t.co/dmijM5qHxz https://t.co/8c3ehazrAy	2020-09-03 00:23:00
https://t.co/cVx8hPPTVd	2020-09-02 21:52:30
"RT @gatewaypundit: WOW! --&gt;Joe Biden Given Advance Notice of Questions in TV Interview, Reads the ""Topline Message"" Part of the Talking Poi…"	2020-09-02 21:51:19
RT @BrandonStraka: Please retweet the tweet below⬇️	2020-09-02 21:44:24
RT @DanScavino: https://t.co/Mkv0qpdtR7	2020-09-02 20:40:28
RT @DanScavino: 9/2/2020 | Wilmington, North Carolina! https://t.co/nYXhnz5f9q	2020-09-02 20:37:29
Mayor Wheeler just got harassed out of his own home in Portland by so-called “friendly protesters”. The Anarchists, Agitators and Looters treat him HORRIBLY, even though he is so nice and respectful to them. Criminals only understand strength!	2020-09-02 20:18:11
The Dow Jones Industrial just closed above 29,000! You are so lucky to have me as your President😉With Joe Hiden’ it would crash😧	2020-09-02 20:05:43
THANK YOU NORTH CAROLINA! https://t.co/LhqOINkZFS	2020-09-02 20:03:06
Can you believe what’s happening!? They give Joe Hiden’ the questions, and he reads them an answer! https://t.co/ivMw6uQ2gp	2020-09-02 19:52:45
RT @TeamTrump: President @realDonaldTrump officially designates Wilmington, North Carolina as America’s very first WWII heritage city https…	2020-09-02 19:41:46
RT @WhiteHouse: Small business owners and hardworking Americans have a champion in President @realDonaldTrump!   Over $12.2 BILLION in @SBA…	2020-09-02 19:21:53
RT @WhiteHouse: America depends on the dedication, skill, and courage of our frontline workers.  THANK YOU to the great medical professiona…	2020-09-02 19:21:52
RT @realDonaldTrump: Mike Pence was never put on standby, &amp; there were no mini-strokes. This is just more Fake News by @CNN, a phony story.…	2020-09-02 17:41:55
Will be landing shortly in the Great State of North Carolina. See you soon!	2020-09-02 17:34:23
When a Kennedy loses a Democrat Primary in Massachusetts, by a lot, it just shows how far LEFT that party has gone. Joe Hiden’ will never be able to hold them back. Life, 2nd A, Energy, Religion, Jobs and the Economy, would be totally obliterated!	2020-09-02 16:34:18
Will soon be heading to Wilmington, North Carolina, and then will be going to Battleship North Carolina. Look forward to seeing all of my friends!	2020-09-02 14:28:22
2016 was AMAZING, but we never had this kind of ENTHUSIASM!	2020-09-02 14:24:16
We had FAR more people (many millions) watching us at the RNC than did Sleepy Joe and the DNC, and yet an ad just ran saying the opposite. This is what we’re up against. Lies. But we will WIN!	2020-09-02 14:22:56
The Beauty Parlor owner must really dislike Crazy Nancy Pelosi. Turning her in, on tape, is a really big deal. She probably treats him like she treats everyone else...And she strongly supported a Kennedy who just lost in, of all places, Massachusetts!	2020-09-02 13:28:31
Joe Biden is a Low Energy Candidate the likes of which we have never seen before. The last thing our country needs is a Low Energy Individual, especially when surrounded by High Energy Chess Players scattered all over the world. He’s back in his basement now - no schedule!	2020-09-02 13:22:01
Crazy Nancy Pelosi is being decimated for having a beauty parlor opened, when all others are closed, and for not wearing a Mask - despite constantly lecturing everyone else. We will almost certainly take back the House, and send Nancy packing!	2020-09-02 13:12:29
"RT @TrumpWarRoom: On the left: Nancy Pelosi today shaming Americans, saying ""you must wear your mask.""  On the right: Nancy Pelosi yesterda…"	2020-09-02 12:42:37
RT @catturd2: If Nancy Pelosi can get her hair done in person - you can vote in person.   Pass it on.	2020-09-02 12:41:59
Seriously, is this what our great USA wants as its leader? https://t.co/vgYqhuA4BV	2020-09-02 12:40:13
Joe Biden is not on the side of Law Enforcement, and that was spectacularly evident on my very successful trip yesterday to Kenosha. We solved the problem quickly, and it was very much appreciated by the people of Wisconsin. Joe Biden wouldn’t know where to begin - a bad record!	2020-09-02 12:26:11
Rigged Election? https://t.co/LK0gp40luC	2020-09-02 10:12:15
RT @Newsweek: Tucker Carlson says CNN's Chris Cuomo was accused of sexual harassment https://t.co/hHWZ9ZbHjL	2020-09-02 10:04:38
RT @thebradfordfile: Michael Cohen and Chris Cuomo have both spent four years trying to screw President Trump--but only ended up screwing t…	2020-09-02 10:03:29
RT @thebradfordfile: LOL. The unhinged mob wanted to cancel Tucker Carlson, but it's Chris Cuomo who might be done.	2020-09-02 10:01:41
The Unsolicited Ballots Scam is their only hope. Will be the most corrupt election in history, by far! https://t.co/eH4XN6S9IM	2020-09-02 09:58:34
Some things just don’t get any crazier. Just call me Kate, problem over! https://t.co/86SCqZ05ZG	2020-09-02 09:54:21
RT @theblaze: 'Reliable Sources' host blames 'radicalization' in the U.S. that has led to 'media bashing that is absolutely unprecedented'…	2020-09-02 09:51:56
This is the NEW and very sick Democrat Party. We will win on November 3rd, and MAKE AMERICA GREAT AGAIN! https://t.co/7svcF76kvc	2020-09-02 09:51:00
See, even a Kennedy isn’t safe in the new Radical Left Democrat Party. Taxes up big, no 2A. Biden has completely lost control. Pelosi strongly backed the loser! https://t.co/DKYVBpbpP7	2020-09-02 09:46:47
RT @theblaze: President Trump calls for 'patriotic education' in schools: 'Left's war on police, faith, history, and American values is tea…	2020-09-02 09:41:13
We catch them all! https://t.co/YuDZ1wqekL	2020-09-02 09:40:41
Like Fredo at Fake News @CNN, the very untalented Joy Reid should be fired for this horrible use of the words “Muslim Terrorists”. Such xenophobia and racism on MSDNC. Anyone else would be gone, and fast!!! https://t.co/a5HSIEXlQL	2020-09-02 09:39:18
Will Fredo be fired by Fake News @CNN? He speaks with great disrespect about women, and it will only get worse. Fredo’s Ratings are bad, so this is the time. Always terrible to speak to sleazebags, especially when you are being recorded. CNN has no choice, Fredo must go! https://t.co/veVwg7G1YF	2020-09-02 09:31:32
RT @thebradfordfile: Tucker Carlson's laughter as he just exposed Chris Cuomo is the best thing on television this week.	2020-09-02 09:19:35
RT @thebradfordfile: CNN finally has a bombshell news story, but it's sexual harassment allegations against Chris Cuomo.   And Tucker Carls…	2020-09-02 09:19:14
Mike Pence was never put on standby, &amp; there were no mini-strokes. This is just more Fake News by @CNN, a phony story. The reason for the visit to Walter Reed, together with the full press pool, was to complete my yearly physical. Short visit, then returned (with press) to W.H... https://t.co/GUVdbJRvqD	2020-09-02 02:27:32
Kenosha, Wisconsin, we’re with you all the way! https://t.co/Xs49PEu4AP	2020-09-01 23:07:13
RT @TheNatPulse: .@Nigel_Farage: President @realDonaldTrump's base is still very highly motivated. I think he will win in November, but the…	2020-09-01 22:25:23
RT @TheNatPulse: WATCH – Dems Set To Reject Election Day Results, Kassam Explains https://t.co/KtlwFDAFNv	2020-09-01 22:24:03
RT @RaheemKassam: WARNING: Democrat Data Firm Admits ‘Incredible’ Trump Landslide Will Be Flipped By Mail-In Votes Emerging A Week After El…	2020-09-01 22:23:45
RT @FrancisBrennan: Today, President Trump has answered dozens of questions from reporters.   The Biden campaign started the morning by cal…	2020-09-01 22:20:48
RT @RaheemKassam: The Biden campaign called a lid at 9am.  In political industry speak, that means no activities, interviews, announcements…	2020-09-01 22:20:33
Great honor, but think we are much higher than 46%. Hidden vote! https://t.co/YsZUgtNoZW	2020-09-01 22:20:24
